applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100530,32,45918.21,3826.52,1.82,8.6,0.31,0.261,7,1,0,850000,12,1,0,33572.88,38709.39,1765.27,0,21566.96,44837.4,0.286,0.3,-0.218,0.227,1,2,63502.88,468
A100531,49,91848.34,7654.03,2.96,22.47,0.298,0.45,8,0,2,93041.12,60,0,0,11184.22,4482.96,12335.52,3,11030.67,950000,0.176,0.692,0.244,0.651,1,2,393070.2,673
A100532,24,32137.05,2678.09,1.91,2.39,0.599,0.14,7,1,4,201088.97,120,0,0,2421.2,37779.31,4424.42,3,16897.13,216658.27,0.44,0.399,0.045,0.833,2,1,118589.24,546
A100533,41,101533.98,8461.16,5.46,16.77,0.12,0.802,4,0,4,370472.82,120,0,0,4930.68,39413.43,4638.59,2,21875.59,35072.04,0.084,0.251,0.152,0.437,1,1,48806.43,626
A100534,29,78372.24,6531.02,2.86,4.13,0.204,0.448,4,1,2,78860.69,48,0,0,10470.62,22253.1,10490.15,1,5031.28,11826.79,0.173,0.351,0.095,0.463,4,2,30153.02,694
A100535,35,65781.01,5481.75,0.79,11.95,0.218,0.781,5,1,0,131760.38,360,0,0,9568.1,27557.36,1843.87,3,2740.41,59247.73,0.161,0.69,0.043,0.406,2,1,54331.08,622
A100536,43,35359.41,2946.62,4.13,20.24,0.465,0.57,4,0,2,102909.88,60,0,0,14320.08,48012.41,5527.69,1,8895.78,203650.43,0.437,0.349,0.232,0.436,1,1,110491.28,638
A100537,33,112745.3,9395.44,7.61,6.8,0.327,0.259,11,0,0,341380.16,180,1,0,6012.99,9747.01,6587.63,3,5510.21,171041,0.24,0.524,-0.036,0.718,2,1,110843.61,593
A100538,38,63412.8,5284.4,4.65,9.07,0.395,0.56,10,1,3,426045.66,60,0,0,4859.82,35375.46,2754.03,0,12522.82,99555.64,0.249,0.49,0.147,0.359,1,1,106198.65,578
A100539,53,44665.3,3722.11,6.14,31.36,0.33,0.656,10,1,2,199603.01,72,0,0,26409.96,51193.47,8094.73,1,14339.94,64019.14,0.239,0.622,0.195,0.544,3,1,74185.6,615
A100540,36,22000,1833.33,4.95,9.04,0.136,0.586,10,0,1,104149.74,48,0,1,6812.36,93006.68,6913.58,1,5042.09,48752.78,0.1,0.44,0.363,0.451,1,1,27940.4,674
A100541,51,83723.36,6976.95,6.87,34.95,0.183,0.402,4,0,2,134982.18,180,0,0,2881.94,5295.24,4108.34,0,16374.36,76566.19,0.154,0.338,0.129,0.534,1,2,73793.54,722
A100542,30,225290.26,18774.19,5.24,6.06,0.421,0.209,14,0,3,119478.07,72,0,0,21155.69,24073.33,3995.39,1,15693.43,44227.13,0.309,0.244,-0.095,0.449,1,3,209548.1,802
A100543,48,211948.61,17662.38,3.98,34.73,0.362,0.565,8,2,2,95366.95,12,0,0,1963.89,6117.17,7208.57,0,16643.91,76821.95,0.302,0.556,0.242,0.648,4,1,168636.95,734
A100544,58,66105.26,5508.77,4.61,39.09,0.23,0.525,3,1,2,168448.83,12,1,0,396.84,5863.03,9149.52,2,6363.64,364430.63,0.157,0.08,-0.04,0.687,1,1,152265.12,642
A100545,21,61034.22,5086.18,10.51,3.14,0.063,0.295,5,1,1,261541.79,84,0,0,12028.89,22910.99,4762.09,3,17464.29,54946.75,0.047,0.331,-0.001,0.567,1,1,42357.81,737
A100546,33,109999.64,9166.64,6.36,4.45,0.146,0.16,11,1,1,247552.87,48,0,1,13468.63,17288.55,12332.62,1,14002.37,190618.4,0.1,0.288,0.03,0.461,1,2,110194.97,786
A100547,48,49084.3,4090.36,2.09,27.13,0.378,0.489,9,3,2,179039.39,180,0,0,9052.24,50279.14,8139.68,2,15508.4,218669.57,0.257,0.239,0.087,0.642,1,2,130139.75,597
A100548,40,100347.26,8362.27,4.57,18.19,0.164,0.199,5,0,1,186800.62,60,1,0,2292.95,11318.2,899.84,2,37462.67,41630.75,0.153,0.349,0.353,0.365,1,1,81122.42,734
A100549,46,129540.74,10795.06,5.39,24.88,0.603,0.287,5,0,1,170707.03,240,0,0,6200.97,13992.72,1270.83,2,11891.6,51492.99,0.419,0.512,0.237,0.577,2,1,171868.18,651
A100550,35,166911.63,13909.3,3.89,18.78,0.765,0.547,11,2,0,77460.59,360,1,0,5203.17,19768.56,13040.88,0,5372.57,287875.89,0.565,0.197,-0.078,0.407,1,2,344295.49,552
A100551,43,80444.42,6703.7,0.79,19.85,0.262,0.178,7,0,2,199745.6,120,0,0,4229.02,6758.22,3603.77,2,3502.01,47812.77,0.237,0.34,0.392,0.539,1,2,59942.71,722
A100552,40,75992.2,6332.68,2.26,17.7,0.451,0.113,6,0,1,123174.27,360,0,0,20114.84,7764.16,5216.55,3,23475.8,104453.62,0.392,0.624,0.311,0.327,1,1,116405.06,652
A100553,55,52444.78,4370.4,3.23,36.25,0.366,0.086,5,1,4,74977.18,360,0,0,2813.61,48846.73,12546.46,2,12193.9,689844.22,0.358,0.746,0.195,0.713,1,1,291935.95,681
A100554,45,53939.72,4494.98,12.6,17.48,0.455,0.503,4,1,1,229044.31,360,0,0,8370.27,9240.85,4474.11,0,37216.17,265689.78,0.382,0.387,-0.25,0.274,1,2,166084.58,605
A100555,46,75044.99,6253.75,5.93,18.61,0.681,0.508,6,0,2,120944.57,48,0,1,16895.37,52199.1,4653.49,1,1603.37,118769.87,0.482,0.389,-0.032,0.477,1,1,143194.82,578
A100556,37,104032.39,8669.37,1.19,20.03,0.316,0.317,7,1,0,208720.68,360,0,0,8819.41,29367.87,2059,2,19517.11,234425.51,0.325,0.274,0.122,0.234,1,1,144914.6,671
A100557,37,140488.1,11707.34,4.06,17.75,0.03,0.593,7,0,0,312286.62,360,0,0,17543.73,3404.36,6278.13,1,7208.48,104600.73,0.026,0.333,0.418,0.709,1,2,49854.6,736
A100558,37,54647.47,4553.96,9.53,13.12,0.379,0.31,7,0,2,97057.32,60,0,0,10203.94,27193.21,7628.86,1,6664.08,275032.43,0.289,0.667,0.359,0.78,1,1,136055.77,686
A100559,46,193181.46,16098.46,2.83,25.86,0.548,0.328,8,0,0,191107.42,60,0,0,9163.99,26979.26,2675.09,1,4698,17441.31,0.431,0.315,-0.054,0.286,1,2,213871.52,702
A100560,37,73224.74,6102.06,8.17,15.87,0.074,0.294,10,1,4,55488.84,360,1,0,8716.96,24422.81,1962.58,3,19333.9,97041.72,0.06,0.654,-0.182,0.558,1,2,63807.68,708
A100561,45,84006.93,7000.58,1.22,27.07,0.637,0.079,8,1,1,487408.88,180,0,0,10618.06,13883.65,47834.05,2,15161.06,16823.46,0.479,0.546,0.087,0.447,2,1,104096.23,566
A100562,65,56355.78,4696.32,0.2,45,0.679,0.255,9,4,0,74408.01,60,0,1,4774.89,6249.62,4139.02,1,3408.25,127192.29,0.417,0.565,0.145,0.592,2,2,99676.14,587
A100563,52,22405.78,1867.15,8.91,32.08,0.467,0.101,7,0,0,128808.15,360,0,0,2294.01,61485.51,2432.1,1,10354.36,88936.29,0.456,0.335,-0.103,0.784,1,2,65261.43,715
A100564,38,138224.09,11518.67,3.11,15.48,0.097,0.239,7,1,0,429621.16,60,0,0,13943.83,14454.55,8499.48,1,16402.3,374329.8,0.075,0.4,-0.037,0.569,1,1,172530.15,716
A100565,55,127474.38,10622.86,3.29,32.21,0.304,0.537,9,0,4,154549.89,36,0,0,16464.33,6613.96,4298.92,3,10470.2,208747.42,0.244,0.823,0.501,0.362,2,1,153302.44,696
A100566,38,72814.94,6067.91,4.92,19.27,0.169,0.064,13,0,3,82652.77,120,0,0,7951.7,25281.11,1693.65,3,23078.21,68511.49,0.174,0.348,0.053,0.376,4,2,71357.81,768
A100567,21,88190.23,7349.19,5.79,3.6,0.402,0.251,7,0,1,286132.35,180,1,0,4191.68,7612.63,6950.58,1,7033.55,76316.24,0.281,0.278,0.066,0.436,1,2,87554.05,596
A100568,31,112890.44,9407.54,0.36,13.97,0.14,0.246,4,1,2,281970.64,360,0,0,1869.42,6193.51,2088.13,1,1324.48,154950.74,0.12,0.291,0.629,0.369,1,2,90725.67,670
A100569,21,35990.36,2999.2,2.67,1,0.549,0.473,5,0,1,119269.51,72,0,0,6961.87,10991.43,18594.94,1,10547.98,65705.05,0.376,0.3,0.059,0.637,1,1,74044.65,591
A100570,38,63540.17,5295.01,4.51,7.5,0.265,0.19,14,1,2,127964.72,360,0,0,2209.23,8225.1,7022.59,0,10493.5,106841.33,0.217,0.494,-0.062,0.652,1,3,77395.32,729
A100571,42,131564.45,10963.7,5.79,18.28,0.247,0.523,7,1,1,135631.41,60,0,0,1975.09,6425.96,3507.44,1,11725.11,359785.72,0.199,0.677,-0.008,0.727,1,2,197027.78,695
A100572,60,42639.97,3553.33,2.07,45,0.219,0.21,4,1,3,157337.2,180,1,0,6393.09,35837.7,4965.38,3,23061.32,52157.25,0.192,0.626,0.173,0.424,3,2,57803.21,678
A100573,46,99893.85,8324.49,3.75,21.73,0.218,0.571,7,0,0,52589.98,48,0,1,3528.2,14278.59,10145.57,1,1711.95,73521.17,0.202,0.227,0.035,0.708,1,2,77859.36,729
A100574,40,40307.25,3358.94,2.83,13.26,0.279,0.499,7,0,0,159977.21,60,0,1,8568.13,55972.96,5319.84,3,7348.63,83411.92,0.198,0.429,0.097,0.803,1,1,59061.05,623
A100575,51,109857.9,9154.83,5.03,31.6,0.051,0.389,12,0,0,573926.35,360,0,1,5722.27,6807.87,30385.82,0,4108.12,950000,0.049,0.559,0.112,0.261,4,3,348105.37,658
A100576,21,83349.99,6945.83,8.72,1,0.403,0.279,9,2,4,100542.08,48,0,0,4000.8,2843.48,12507.87,1,3223.28,190166.26,0.386,0.27,0.687,0.412,1,1,132737.28,580
A100577,45,34964.34,2913.7,3.42,18.71,0.196,0.131,7,0,2,123184.84,360,0,0,1661.75,18566.5,6979.13,3,8463.56,304704.32,0.147,0.574,0.248,0.481,1,2,127816.27,702
A100578,50,161298.7,13441.56,1.42,22.84,0.453,0.349,5,0,0,83396.42,60,0,0,3285.41,102367.33,1936.32,0,16342.57,219596.88,0.353,0.517,-0.051,0.648,1,1,276521.52,708
A100579,26,56748.31,4729.03,2.56,6.34,0.477,0.58,8,0,2,267966.53,24,0,0,3383.44,27209.76,3942.75,1,11623.5,233302.26,0.344,0.387,0.089,0.741,1,3,139941.15,514
A100580,55,54435.28,4536.27,11.71,32.7,0.476,0.172,6,0,2,393481.93,36,1,0,2438.92,280000,6924.49,1,5016.99,168459.7,0.354,0.253,0.265,0.189,2,2,113856.07,588
A100581,46,94913.34,7909.45,2.27,23.27,0.382,0.591,6,1,3,387673.48,240,0,0,4995.65,22301.36,2145.78,0,7953.19,152814.18,0.243,0.356,0.315,0.38,1,2,154610.39,575
A100582,37,159876.53,13323.04,1.67,9.73,0.356,0.614,7,1,3,79977.87,60,0,0,2596.07,20249.72,14413.45,0,19838.74,29808.99,0.311,0.163,-0.169,0.706,2,3,161908.78,647
A100583,49,48615.83,4051.32,3.27,28.64,0.534,0.2,8,1,1,249091.79,240,0,0,5701.95,1853.78,1872.61,1,16084.96,151799.18,0.285,0.33,-0.135,0.347,3,3,120721.99,606
A100584,67,87933,7327.75,4.06,41.23,0.384,0.388,13,2,1,457096.43,240,0,0,7878.45,24545.69,2535.97,3,5625.84,99780.34,0.267,0.214,0.205,0.644,1,1,85158.95,639
A100585,44,107608.57,8967.38,2.95,20.91,0.379,0.745,7,0,1,250695.2,60,0,0,3356.39,18939.63,2712.87,1,5324.68,179718.47,0.293,0.689,0.005,0.603,1,1,174579.51,623
A100586,45,124444.44,10370.37,1.23,19.16,0.426,0.243,7,2,0,245653.78,84,0,0,9135.15,10645.82,8789.16,1,2092.19,103203.95,0.399,0.212,-0.02,0.64,1,2,131842.25,657
A100587,37,93662.15,7805.18,5.35,11.97,0.637,0.528,9,1,1,132474.37,60,0,0,2187.4,13954.61,2180.68,0,6247.77,218618.51,0.456,0.255,0.154,0.642,3,3,194965.68,487
A100588,33,69462.42,5788.54,5.03,13.62,0.684,0.179,11,0,1,207686.19,360,0,0,2669.95,14946.66,890.56,1,2058.14,256318.21,0.569,0.274,0.262,0.423,1,1,196863.61,606
A100589,51,53918.66,4493.22,6.71,27.92,0.084,0.349,7,0,0,402044.86,60,0,1,5937.14,13365.27,11980.88,2,52155.72,8000.76,0.065,0.609,0.077,0.452,1,1,63047.44,722
A100590,33,89124.15,7427.01,4.96,13.76,0.492,0.224,5,0,2,222804.05,48,0,1,11262.01,129321.78,3016.6,2,4350.86,74438.76,0.439,0.558,-0.23,0.438,3,2,114696.52,578
A100591,43,47133.07,3927.76,11.13,21.09,0.135,0.363,9,1,1,79964.14,60,1,0,13010.05,11042.23,1720.17,1,23100.59,20673.08,0.112,0.258,0.025,0.541,1,1,42279.76,699
A100592,37,22000,1833.33,7.04,8.01,0.313,0.565,9,1,2,133824.57,240,0,0,23611.05,18951.87,2281.21,2,42208.21,136391.64,0.275,0.325,-0.089,0.116,1,2,101808.13,602
A100593,47,108067.84,9005.65,6.17,26.69,0.141,0.361,12,1,5,395040.6,240,0,0,4809.2,10683.36,21097.7,1,10815.67,83918.23,0.1,0.587,0.221,0.587,1,1,70186.39,731
A100594,46,139744.45,11645.37,8.92,26.44,0.225,0.354,8,0,2,222302.71,360,0,0,5869.69,35023.52,2491.13,0,8266.51,372682.18,0.148,0.703,0.489,0.81,1,2,189911.83,715
A100595,53,23174.17,1931.18,4.76,31.74,0.084,0.189,5,1,0,194483.48,360,0,0,2845.28,19093.59,4027.1,1,2924.76,132555.39,0.069,0.054,0.172,0.536,1,3,52129.94,784
A100596,36,48778.97,4064.91,3.81,11.3,0.483,0.704,8,0,3,125567.91,60,0,0,2384.02,12093.62,3009.73,2,5860.97,71058.49,0.349,0.727,0.199,0.478,3,2,78792.42,587
A100597,39,119484.43,9957.04,5.31,14.33,0.416,0.756,8,0,1,389765.91,72,0,0,7804.18,2331.75,1483.91,2,35184.12,256004.43,0.326,0.336,0.266,0.513,1,1,238424.39,573
A100598,31,263558.08,21963.17,0.75,7.56,0.698,0.46,7,0,0,530343.57,240,0,0,3494.2,20407.39,2306.27,1,12131.31,82607.31,0.571,0.409,0.363,0.596,1,2,333479.03,538
A100599,37,85977.69,7164.81,4.77,18.19,0.466,0.809,7,3,3,409128.7,360,0,0,17421.51,11740.12,1395.26,1,9219.5,70265.62,0.433,0.371,0.015,0.706,1,1,100517.16,463
A100600,46,56954.33,4746.19,4.06,24.99,0.084,0.533,11,2,1,459730.94,60,0,0,2017.57,15057.08,10637.34,0,27454.48,156764.27,0.073,0.514,0.111,0.488,3,2,91142.98,644
A100601,50,76865.58,6405.47,5.69,22.37,0.534,0.044,11,1,1,142564.97,72,0,0,9591.57,4904.39,4927.68,0,16265.91,469728.38,0.373,0.45,0.291,0.47,2,2,256651.6,664
A100602,32,181060.87,15088.41,8.18,16.07,0.177,0.138,11,1,3,130040.63,360,0,0,2907.26,67078.99,42034.36,0,7936.98,237146.26,0.113,0.119,-0.05,0.253,1,2,127990.09,807
A100603,52,59583.04,4965.25,6.29,28.97,0.344,0.255,11,1,0,162606.39,60,0,0,3371.79,37687.63,2377.52,2,10816.17,183225.61,0.339,0.535,-0.152,0.508,1,3,109851.86,722
A100604,57,54767.43,4563.95,2.57,35.88,0.125,0.493,13,2,5,184570.12,84,0,0,10005.07,66906.41,2077.37,2,4685.02,950000,0.074,0.297,0.036,0.284,3,1,354152.58,656
A100605,47,65179.33,5431.61,7.37,23.13,0.625,0.09,11,1,1,456285.96,360,0,1,3785.2,50378.68,17893.92,1,5586.43,56900.91,0.454,0.359,0.346,0.402,1,3,120780.45,563
A100606,63,50315.87,4192.99,11.23,40.46,0.181,0.415,11,0,1,384054.02,360,0,0,4302.41,28930.78,11661.08,1,7552.44,55769.9,0.155,0.388,0.145,0.658,1,1,49352.23,740
A100607,33,90932.72,7577.73,8.31,17,0.197,0.593,4,0,3,255433.46,48,0,0,3394.23,5105.44,6362.15,1,14455.5,125398.03,0.192,0.76,0.036,0.684,1,2,95346.38,681
A100608,28,207726.94,17310.58,1.53,3.65,0.572,0.287,10,0,1,71000.4,60,0,0,27107.92,101086.43,1651.62,2,3117.3,430094.14,0.433,0.571,0.303,0.583,1,1,351219.2,733
A100609,22,101529.04,8460.75,6.25,3.9,0.23,0.406,7,1,5,60083.94,60,0,0,3966.22,6327.81,21640.66,0,9602.55,47132.51,0.18,0.666,0.22,0.719,1,1,71425.57,711
A100610,58,73984.59,6165.38,1.73,40.73,0.578,0.46,11,1,4,210452.01,360,0,0,6773.68,12233.54,4217.26,4,6461.37,533572.9,0.39,0.291,-0.02,0.203,3,2,281322.62,556
A100611,49,72396.29,6033.02,3.55,26.8,0.294,0.462,7,0,1,318979.85,360,0,0,5530.46,32443.2,3054.05,0,4184.7,30122.43,0.233,0.202,0.086,0.793,1,1,51588.8,670
A100612,41,35977.59,2998.13,5.58,20.64,0.237,0.285,4,0,0,170927.29,360,0,0,7759.64,34094.28,12587.96,1,6490.94,98630.85,0.152,0.415,-0.064,0.347,1,1,51639.36,763
A100613,45,138152.98,11512.75,5.12,26.19,0.073,0.562,10,0,0,624933.21,84,0,0,3974.95,28355.63,4410.6,0,1251.11,128586.2,0.05,0.081,0.146,0.554,1,1,68137.44,668
A100614,30,81437.9,6786.49,8.21,9.55,0.482,0.278,8,0,0,89065.33,12,0,0,5535.31,10722.03,1576.13,1,4726.92,49705.3,0.42,0.877,0.235,0.38,1,2,88601.99,659
A100615,69,76967.81,6413.98,11.26,45,0.653,0.402,3,0,1,82066.35,240,0,0,8908.13,8720.33,4666.22,2,3534.81,62888.88,0.476,0.331,-0.25,0.556,1,1,129596.1,688
A100616,43,320000,26666.67,5.95,14.81,0.334,0.349,5,1,3,116883.09,60,0,1,3258.92,201768.56,2227.46,0,7094.33,225303.37,0.298,0.267,-0.064,0.503,1,2,224641.61,794
A100617,43,100179.68,8348.31,3.36,19.74,0.644,0.297,5,0,2,114030.24,180,0,0,15537.54,15383.18,299.89,0,1296.16,402574.65,0.49,0.264,0.422,0.705,1,2,246992.33,575
A100618,50,56214.02,4684.5,0.79,28.63,0.179,0.419,5,0,2,253418.6,180,0,0,16779.98,13610.17,2035.09,2,10585.48,16400.82,0.11,0.347,0.06,0.944,1,1,36348.22,710
A100619,47,67232.35,5602.7,9.49,21.96,0.389,0.654,13,2,0,136844.35,84,0,0,10559.19,7838.38,2798.59,0,19496.49,129372.15,0.358,0.068,0.419,0.659,1,1,118954.33,629
A100620,44,159859.67,13321.64,4.08,22.76,0.219,0.09,7,0,0,65815.84,360,0,0,6873.71,20435.2,1590.42,1,8145.96,99335.43,0.136,0.281,-0.11,0.479,4,2,116954.13,850
A100621,33,90463.82,7538.65,4.22,12.04,0.587,0.344,12,0,2,321334.57,12,0,0,594.12,19503.84,7551.9,2,13752.18,121163.04,0.415,0.759,0.024,0.776,1,2,153036.91,598
A100622,47,38536.21,3211.35,4.46,21.27,0.239,0.133,13,0,1,57339.41,240,0,0,9126.98,15742.48,2235.3,2,5820.6,82714.14,0.18,0.296,0.159,0.195,3,2,52402.08,807
A100623,63,140924.91,11743.74,5.77,43.78,0.352,0.089,6,0,3,89717.42,60,0,0,4752.82,23436.99,6921.7,2,2400.79,34433.92,0.317,0.683,0.063,0.396,1,2,112909.55,822
A100624,57,58860.6,4905.05,5.88,39.09,0.487,0.208,4,0,1,62689.73,240,1,0,5337.63,93328.57,1483.03,1,9012.95,440780.78,0.349,0.015,0.348,0.458,1,1,219534.11,605
A100625,60,238165.32,19847.11,3.59,35.38,0.584,0.697,8,0,2,205940.17,240,0,0,1424.61,8824.54,10199.86,2,16047.39,312272.75,0.39,0.409,0.099,0.45,1,2,410250.29,664
A100626,36,153957.67,12829.81,4.05,13.34,0.637,0.422,11,0,2,203138.47,12,0,0,9647.25,16704.41,1426.53,3,2919.74,100172.14,0.509,0.545,0.248,0.367,1,1,179827.73,623
A100627,31,66461.59,5538.47,2.79,8.38,0.067,0.284,15,1,4,625563.07,60,0,0,2039.97,8370.72,547,2,6060.43,70880.72,0.051,0.53,-0.077,0.625,1,1,42045.53,636
A100628,41,171951.12,14329.26,2.57,20.4,0.485,0.246,7,1,4,326015.26,48,0,1,7145.92,21483.54,13702.99,4,7294.9,63559.97,0.351,0.638,0.168,0.5,1,1,178542.54,602
A100629,43,88232.18,7352.68,2.56,18.62,0.314,0.489,5,0,4,459448.51,36,0,0,13403.66,9062.27,2082.92,0,101587.56,10733.74,0.253,0.122,0.064,0.475,1,2,155693.13,615
A100630,54,135867.04,11322.25,4.02,37.48,0.339,0.378,6,2,1,217142.35,240,0,0,4465.31,9460.69,21874.32,2,10881.78,151247.63,0.216,0.097,-0.06,0.754,1,2,144434.04,686
A100631,23,110969.38,9247.45,2.19,8.75,0.366,0.284,4,1,1,95387.85,48,0,0,17195.43,3717.55,7479.83,0,1781.56,222020.92,0.21,0.605,0.204,0.42,2,3,157863.04,695
A100632,59,53365,4447.08,0.2,38.59,0.131,0.125,7,0,3,195630.33,84,0,0,3575.87,17643.78,9164.29,1,1443.83,124535.68,0.136,0.378,0.365,0.685,1,3,54414.19,767
A100633,40,59662.21,4971.85,3.32,15.48,0.414,0.189,9,0,2,264550.06,48,0,0,10508.12,24590.45,11530.58,2,16745.82,101776.33,0.328,0.165,0.013,0.451,1,3,93885.49,641
A100634,37,149774.33,12481.19,1.62,10.02,0.191,0.684,9,1,2,284414.21,180,0,0,2288.68,102828.76,4980.29,1,74403.41,124030.25,0.153,0.519,0.196,0.455,3,1,151616.36,646
A100635,31,70705.6,5892.13,4.66,6.81,0.111,0.418,6,0,2,132408.12,240,0,0,14830.81,25587.17,5031.55,3,7087.95,51038.33,0.076,0.105,0.081,0.363,1,2,38229.37,708
A100636,24,68077.35,5673.11,2.78,5.69,0.465,0.213,12,0,2,247316.29,60,0,0,13099.77,10205.27,14257.5,1,6736.42,70167.18,0.413,0.253,0.139,0.238,2,1,91623.25,627
A100637,51,50266.25,4188.85,5.82,32.66,0.476,0.463,7,3,1,98149.19,180,0,0,9454.48,4107.89,4974.38,1,12979.65,94706.31,0.341,0.454,0.271,0.381,4,2,95176.22,593
A100638,43,107300.22,8941.69,1.75,16.16,0.525,0.562,5,2,1,91361.71,360,0,0,4745.4,4717.61,2336.65,0,4566.16,205920.32,0.234,0.292,0.38,0.18,1,1,179719.67,608
A100639,28,264288.14,22024.01,0.95,2.38,0.264,0.246,10,1,1,87155.75,36,0,0,2117.43,4379.61,7623.69,2,1035.3,380487.34,0.188,0.289,0.344,0.546,1,1,270138.44,780
A100640,28,47252.62,3937.72,4.06,3.8,0.616,0.309,8,1,1,182904.42,240,0,0,4755.44,104650.97,671.53,0,21734.47,89500.78,0.46,0.668,-0.015,0.443,4,2,89725.88,576
A100641,38,86139.83,7178.32,3.22,12.32,0.319,0.342,11,4,6,83710.4,60,0,0,15800.6,21336.07,14756.45,3,5344.24,42955.87,0.243,0.5,-0.122,0.695,1,3,72780.05,630
A100642,60,184818.19,15401.52,1.5,37.33,0.559,0.168,8,0,1,136574.87,36,0,0,7212.18,8931.84,15036.38,0,21973.23,113586.25,0.423,0.311,-0.242,0.37,1,2,298400.77,769
A100643,39,81357.13,6779.76,7.04,17.83,0.53,0.415,4,0,4,323711.47,120,0,0,1876.43,6127.15,13229.21,1,4713.29,672379.13,0.372,0.415,0.234,0.454,1,1,326733.14,562
A100644,25,109011.76,9084.31,2,3.64,0.227,0.183,10,0,0,92205.76,48,0,0,2643.28,6797,12779.88,1,9981.53,46453.63,0.157,0.368,0.025,0.719,1,3,65477.97,767
A100645,39,47386.38,3948.86,2.47,14.45,0.233,0.101,9,0,2,129690.91,360,0,0,17713.43,8699.71,4171.68,1,18612.47,244138.83,0.173,0.532,0.311,0.66,4,1,125136.2,673
A100646,39,107578.43,8964.87,7.89,16.05,0.344,0.183,3,0,1,188579.03,24,0,0,9603.55,59670.87,4088.03,3,22354.39,366077.43,0.201,0.574,-0.066,0.525,1,3,236653.13,709
A100647,21,76686.21,6390.52,6.04,6.86,0.672,0.402,6,0,3,211332.63,36,0,0,2422.02,15528.01,1487.95,1,10971.1,79556.46,0.366,0.355,0.2,0.314,1,3,144399.15,538
A100648,41,146174.74,12181.23,1.83,15.47,0.258,0.204,6,1,1,130114.91,120,1,0,1582.71,3762.65,21700.05,3,10516.84,58546.91,0.204,0.286,-0.199,0.606,1,2,108659.86,676
A100649,39,163320.35,13610.03,3.43,14.66,0.357,0.316,9,2,1,300190.09,180,0,0,3942.32,161264.84,2908.28,1,15240.78,184553.87,0.283,0.289,0.211,0.448,1,2,171610.48,660
A100650,50,320000,26666.67,1.68,26.7,0.373,0.348,2,0,0,264211.75,240,0,0,1478.04,5116.28,6110.29,1,13353.37,151165.53,0.33,0.592,0.19,0.406,1,2,271649.48,765
A100651,62,116915.27,9742.94,7.53,34.36,0.24,0.133,3,1,4,377610.65,60,0,0,5738.14,8861.83,5656.01,0,3003.33,205568.05,0.179,0.771,-0.078,0.74,4,2,126071.24,670
A100652,54,101680.87,8473.41,7.53,35.23,0.601,0.846,7,0,4,170701.36,360,0,0,46205.67,59307.34,1346.76,4,3052.48,711104.12,0.383,0.356,0.155,0.764,3,1,403647.01,594
A100653,39,94591.03,7882.59,12.26,21.26,0.233,0.284,5,0,2,128975.78,360,0,0,1811.65,24233.56,936.01,1,1498.59,127845.47,0.127,0.559,0.493,0.34,1,2,79912.26,752
A100654,30,69994.02,5832.83,15.12,6,0.386,0.538,10,0,0,115497.17,84,0,0,5601.2,10000.81,4522.68,0,17266.3,37617.82,0.26,0.453,0.244,0.809,1,1,82844.16,708
A100655,70,102392.9,8532.74,2.76,45,0.412,0.33,6,0,3,219757.52,360,0,0,18566.21,4670.29,2991.27,2,6429.23,116799.22,0.343,0.125,0.652,0.484,1,2,135365.2,686
A100656,43,72253.48,6021.12,6.79,14.33,0.477,0.567,6,0,1,140865.51,120,0,0,11835.13,6085.44,4151.98,0,18072.51,136712.68,0.455,0.353,0.148,0.641,1,2,138685.73,625
A100657,42,93251.93,7770.99,0.82,22.77,0.368,0.572,9,0,1,124337.11,24,0,0,5770.79,6462.99,11739.41,1,12684.47,344099.94,0.29,0.507,0.224,0.83,1,1,193632.65,673
A100658,42,175445.75,14620.48,4.9,22.87,0.192,0.407,6,2,0,134500.8,60,0,0,5781.85,16112.91,5509.79,1,3838.81,92147.67,0.122,0.31,0.034,0.471,2,2,94401.46,793
A100659,44,48864.58,4072.05,5.71,23.61,0.596,0.09,5,2,5,115417.74,36,0,0,2578.16,19368.55,8906.2,0,8125.73,76120.63,0.402,0.086,0.164,0.547,1,1,108300.51,625
A100660,40,159108.2,13259.02,2.09,19.19,0.03,0.698,7,0,4,204858.72,360,1,0,5247.11,13789.87,6718.55,4,6114.27,32021.44,0.02,0.543,-0.056,0.63,2,2,25704.34,611
A100661,36,175399.2,14616.6,2.63,15.47,0.284,0.208,12,0,2,71864.17,48,0,0,7897.57,15384.72,3385.08,3,5362.26,180035.11,0.208,0.372,0.283,0.785,1,1,153212.66,782
A100662,36,79655.7,6637.97,7.56,15.05,0.324,0.134,8,2,2,219185.29,180,0,0,15735.09,5594.96,1826.6,1,19593.91,950000,0.296,0.098,-0.025,0.504,4,1,408186.87,606
